Store,DayOfWeek,Sales,Customers,Open,Promo,SchoolHoliday,year,month,day,StoreType,CompetitionDistance
20,7,0,0,0,0,0,2013,12,15,0,690
1,6,3236,353,1,0,0,2013,12,14,0,570
2,6,3214,338,1,0,0,2013,12,14,0,8780
3,6,1301,153,1,0,0,2013,12,14,0,290
4,6,3476,346,1,0,0,2013,12,14,1,6880
5,6,10410,1107,1,0,0,2013,12,14,0,1070
6,6,8259,677,1,0,0,2013,12,14,1,8250
7,6,2840,348,1,0,0,2013,12,14,0,1080
8,6,5777,466,1,0,0,2013,12,14,0,2460
9,6,13829,1896,1,0,0,2013,12,14,0,220
10,6,5216,443,1,0,0,2013,12,14,0,4740
11,6,13457,1997,1,0,0,2013,12,14,0,250
12,6,5622,523,1,0,0,2013,12,14,0,4260
13,6,6663,964,1,0,0,2013,12,14,0,340
14,6,2454,234,1,0,0,2013,12,14,0,350
15,6,5500,660,1,0,0,2013,12,14,0,4080
16,6,2505,330,1,0,0,2013,12,14,1,410
17,6,6005,507,1,0,0,2013,12,14,1,2380
18,6,5544,416,1,0,0,2013,12,14,1,7860
19,6,3057,295,1,0,0,2013,12,14,0,1980
20,6,6041,999,1,0,0,2013,12,14,0,690
1,5,4808,546,1,0,0,2013,12,13,0,570
2,5,5440,557,1,0,0,2013,12,13,0,8780
3,5,3132,360,1,0,0,2013,12,13,0,290
4,5,4362,369,1,0,0,2013,12,13,1,6880
5,5,9429,1034,1,0,0,2013,12,13,0,1070
6,5,7139,638,1,0,0,2013,12,13,1,8250
7,5,4711,507,1,0,0,2013,12,13,0,1080
8,5,5706,482,1,0,0,2013,12,13,0,2460
9,5,10916,1575,1,0,0,2013,12,13,0,220
10,5,5813,535,1,0,0,2013,12,13,0,4740
11,5,14426,2115,1,0,0,2013,12,13,0,250
12,5,6453,607,1,0,0,2013,12,13,0,4260
13,5,5800,836,1,0,0,2013,12,13,0,340
14,5,4472,479,1,0,0,2013,12,13,0,350
15,5,7815,920,1,0,0,2013,12,13,0,4080
16,5,2853,344,1,0,0,2013,12,13,1,410
17,5,6149,495,1,0,0,2013,12,13,1,2380
18,5,5089,364,1,0,0,2013,12,13,1,7860
19,5,4192,383,1,0,0,2013,12,13,0,1980
20,5,5101,819,1,0,0,2013,12,13,0,690
1,4,5232,591,1,0,0,2013,12,12,0,570
2,4,5436,612,1,0,0,2013,12,12,0,8780
3,4,2784,320,1,0,0,2013,12,12,0,290
4,4,3537,358,1,0,0,2013,12,12,1,6880
5,4,9819,1082,1,0,0,2013,12,12,0,1070
6,4,6819,605,1,0,0,2013,12,12,1,8250
7,4,3942,474,1,0,0,2013,12,12,0,1080
8,4,4762,437,1,0,0,2013,12,12,0,2460
9,4,10148,1522,1,0,0,2013,12,12,0,220
10,4,5651,522,1,0,0,2013,12,12,0,4740
11,4,14598,2048,1,0,0,2013,12,12,0,250
12,4,7143,727,1,0,0,2013,12,12,0,4260
13,4,6279,943,1,0,0,2013,12,12,0,340
14,4,4088,457,1,0,0,2013,12,12,0,350
15,4,6767,837,1,0,0,2013,12,12,0,4080
16,4,2187,296,1,0,0,2013,12,12,1,410
17,4,5145,482,1,0,0,2013,12,12,1,2380
18,4,4167,334,1,0,0,2013,12,12,1,7860
19,4,4059,358,1,0,0,2013,12,12,0,1980
20,4,5157,753,1,0,0,2013,12,12,0,690
1,3,6052,732,1,0,0,2013,12,11,0,570
2,3,5995,672,1,0,0,2013,12,11,0,8780
3,3,3084,344,1,0,0,2013,12,11,0,290
4,3,3576,330,1,0,0,2013,12,11,1,6880
5,3,10009,1048,1,0,0,2013,12,11,0,1070
6,3,6344,544,1,0,0,2013,12,11,1,8250
7,3,4121,465,1,0,0,2013,12,11,0,1080
8,3,4660,411,1,0,0,2013,12,11,0,2460
9,3,10949,1524,1,0,0,2013,12,11,0,220
10,3,5384,522,1,0,0,2013,12,11,0,4740
11,3,14859,2128,1,0,0,2013,12,11,0,250
12,3,6758,698,1,0,0,2013,12,11,0,4260
13,3,6775,943,1,0,0,2013,12,11,0,340
14,3,4029,444,1,0,0,2013,12,11,0,350
15,3,6461,783,1,0,0,2013,12,11,0,4080
16,3,2294,287,1,0,0,2013,12,11,1,410
17,3,4672,426,1,0,0,2013,12,11,1,2380
18,3,3860,282,1,0,0,2013,12,11,1,7860
19,3,3759,340,1,0,0,2013,12,11,0,1980
20,3,5603,873,1,0,0,2013,12,11,0,690
1,2,4994,629,1,0,0,2013,12,10,0,570
2,2,5706,642,1,0,0,2013,12,10,0,8780
3,2,3009,365,1,0,0,2013,12,10,0,290
4,2,2986,307,1,0,0,2013,12,10,1,6880
5,2,10152,1113,1,0,0,2013,12,10,0,1070
6,2,6430,579,1,0,0,2013,12,10,1,8250
7,2,3804,458,1,0,0,2013,12,10,0,1080
8,2,4231,426,1,0,0,2013,12,10,0,2460
9,2,10618,1620,1,0,0,2013,12,10,0,220
10,2,6235,550,1,0,0,2013,12,10,0,4740
11,2,16027,2233,1,0,0,2013,12,10,0,250
12,2,6770,698,1,0,0,2013,12,10,0,4260
13,2,6582,984,1,0,0,2013,12,10,0,340
14,2,4231,453,1,0,0,2013,12,10,0,350
15,2,7492,902,1,0,0,2013,12,10,0,4080
16,2,2499,319,1,0,0,2013,12,10,1,410
17,2,4182,381,1,0,0,2013,12,10,1,2380
18,2,3637,281,1,0,0,2013,12,10,1,7860
19,2,3600,338,1,0,0,2013,12,10,0,1980
20,2,6047,902,1,0,0,2013,12,10,0,690
1,1,4392,587,1,0,0,2013,12,9,0,570
2,1,4283,494,1,0,0,2013,12,9,0,8780
3,1,2527,297,1,0,0,2013,12,9,0,290
4,1,4327,400,1,0,0,2013,12,9,1,6880
5,1,8763,903,1,0,0,2013,12,9,0,1070
6,1,6345,529,1,0,0,2013,12,9,1,8250
7,1,4333,501,1,0,0,2013,12,9,0,1080
8,1,4599,434,1,0,0,2013,12,9,0,2460
9,1,11881,1709,1,0,0,2013,12,9,0,220
10,1,5465,527,1,0,0,2013,12,9,0,4740
11,1,11517,1623,1,0,0,2013,12,9,0,250
12,1,6733,684,1,0,0,2013,12,9,0,4260
13,1,6538,930,1,0,0,2013,12,9,0,340
14,1,3899,446,1,0,0,2013,12,9,0,350
15,1,7348,935,1,0,0,2013,12,9,0,4080
16,1,3936,403,1,0,0,2013,12,9,1,410
17,1,4401,426,1,0,0,2013,12,9,1,2380
18,1,3659,322,1,0,0,2013,12,9,1,7860
19,1,3735,365,1,0,0,2013,12,9,0,1980
20,1,5770,890,1,0,0,2013,12,9,0,690
1,7,0,0,0,0,0,2013,12,8,0,570
2,7,0,0,0,0,0,2013,12,8,0,8780
3,7,0,0,0,0,0,2013,12,8,0,290
4,7,0,0,0,0,0,2013,12,8,1,6880
5,7,0,0,0,0,0,2013,12,8,0,1070
6,7,0,0,0,0,0,2013,12,8,1,8250
7,7,0,0,0,0,0,2013,12,8,0,1080
8,7,0,0,0,0,0,2013,12,8,0,2460
9,7,0,0,0,0,0,2013,12,8,0,220
10,7,0,0,0,0,0,2013,12,8,0,4740
11,7,0,0,0,0,0,2013,12,8,0,250
12,7,0,0,0,0,0,2013,12,8,0,4260
13,7,0,0,0,0,0,2013,12,8,0,340
14,7,0,0,0,0,0,2013,12,8,0,350
15,7,0,0,0,0,0,2013,12,8,0,4080
16,7,0,0,0,0,0,2013,12,8,1,410
17,7,0,0,0,0,0,2013,12,8,1,2380
18,7,0,0,0,0,0,2013,12,8,1,7860
19,7,0,0,0,0,0,2013,12,8,0,1980
20,7,0,0,0,0,0,2013,12,8,0,690
1,6,2534,302,1,0,0,2013,12,7,0,570
2,6,2552,324,1,0,0,2013,12,7,0,8780
3,6,1187,144,1,0,0,2013,12,7,0,290
4,6,3463,324,1,0,0,2013,12,7,1,6880
5,6,9462,965,1,0,0,2013,12,7,0,1070
6,6,6999,645,1,0,0,2013,12,7,1,8250
7,6,3436,389,1,0,0,2013,12,7,0,1080
8,6,5312,481,1,0,0,2013,12,7,0,2460
9,6,12013,1749,1,0,0,2013,12,7,0,220
10,6,4835,426,1,0,0,2013,12,7,0,4740
11,6,10506,1565,1,0,0,2013,12,7,0,250
12,6,5684,598,1,0,0,2013,12,7,0,4260
13,6,6366,926,1,0,0,2013,12,7,0,340
14,6,1720,201,1,0,0,2013,12,7,0,350
15,6,5120,614,1,0,0,2013,12,7,0,4080
16,6,3091,369,1,0,0,2013,12,7,1,410
17,6,5674,506,1,0,0,2013,12,7,1,2380
18,6,5866,426,1,0,0,2013,12,7,1,7860
19,6,2962,281,1,0,0,2013,12,7,0,1980
20,6,5460,930,1,0,0,2013,12,7,0,690
1,5,4816,544,1,1,0,2013,12,6,0,570
2,5,5556,560,1,1,0,2013,12,6,0,8780
3,5,3364,381,1,1,0,2013,12,6,0,290
4,5,4929,427,1,1,0,2013,12,6,1,6880
5,5,9047,851,1,1,0,2013,12,6,0,1070
6,5,8564,670,1,1,0,2013,12,6,1,8250
7,5,3406,399,1,1,0,2013,12,6,0,1080
8,5,5974,512,1,1,0,2013,12,6,0,2460
9,5,11875,1605,1,1,0,2013,12,6,0,220
10,5,6626,574,1,1,0,2013,12,6,0,4740
11,5,13748,1806,1,1,0,2013,12,6,0,250
12,5,7907,705,1,1,0,2013,12,6,0,4260
13,5,7476,947,1,1,0,2013,12,6,0,340
14,5,4705,509,1,1,0,2013,12,6,0,350
15,5,7324,834,1,1,0,2013,12,6,0,4080
16,5,3498,399,1,1,0,2013,12,6,1,410
17,5,6203,502,1,1,0,2013,12,6,1,2380
18,5,5449,394,1,1,0,2013,12,6,1,7860
19,5,5177,413,1,1,0,2013,12,6,0,1980
20,5,6371,887,1,1,0,2013,12,6,0,690
1,4,7163,701,1,1,0,2013,12,5,0,570
2,4,8545,791,1,1,0,2013,12,5,0,8780
3,4,4634,445,1,1,0,2013,12,5,0,290
4,4,5428,476,1,1,0,2013,12,5,1,6880
5,4,10312,920,1,1,0,2013,12,5,0,1070
6,4,9066,693,1,1,0,2013,12,5,1,8250
7,4,5848,554,1,1,0,2013,12,5,0,1080
8,4,6925,512,1,1,0,2013,12,5,0,2460
9,4,14085,1785,1,1,0,2013,12,5,0,220
10,4,8055,662,1,1,0,2013,12,5,0,4740
11,4,20245,2424,1,1,0,2013,12,5,0,250
12,4,10604,851,1,1,0,2013,12,5,0,4260
13,4,10492,1248,1,1,0,2013,12,5,0,340
14,4,6223,577,1,1,0,2013,12,5,0,350
15,4,8212,846,1,1,0,2013,12,5,0,4080
16,4,3620,361,1,1,0,2013,12,5,1,410
17,4,7872,602,1,1,0,2013,12,5,1,2380
18,4,5732,394,1,1,0,2013,12,5,1,7860
19,4,6354,468,1,1,0,2013,12,5,0,1980
20,4,7512,958,1,1,0,2013,12,5,0,690
1,3,8202,854,1,1,0,2013,12,4,0,570
2,3,8614,753,1,1,0,2013,12,4,0,8780
3,3,4905,460,1,1,0,2013,12,4,0,290
4,3,4621,394,1,1,0,2013,12,4,1,6880
5,3,13446,1157,1,1,0,2013,12,4,0,1070
6,3,9870,698,1,1,0,2013,12,4,1,8250
7,3,5711,539,1,1,0,2013,12,4,0,1080
8,3,6747,475,1,1,0,2013,12,4,0,2460
9,3,14873,1847,1,1,0,2013,12,4,0,220
10,3,8284,608,1,1,0,2013,12,4,0,4740
11,3,21514,2670,1,1,0,2013,12,4,0,250
12,3,10876,863,1,1,0,2013,12,4,0,4260
13,3,9130,1129,1,1,0,2013,12,4,0,340
14,3,6134,548,1,1,0,2013,12,4,0,350
15,3,8181,921,1,1,0,2013,12,4,0,4080
16,3,3071,377,1,1,0,2013,12,4,1,410
17,3,6847,501,1,1,0,2013,12,4,1,2380
18,3,5430,371,1,1,0,2013,12,4,1,7860
19,3,5575,435,1,1,0,2013,12,4,0,1980
20,3,7817,1016,1,1,0,2013,12,4,0,690
1,2,8137,741,1,1,0,2013,12,3,0,570
2,2,10229,849,1,1,0,2013,12,3,0,8780
3,2,6507,618,1,1,0,2013,12,3,0,290
4,2,5646,458,1,1,0,2013,12,3,1,6880
5,2,14618,1268,1,1,0,2013,12,3,0,1070
6,2,8914,670,1,1,0,2013,12,3,1,8250
7,2,6233,611,1,1,0,2013,12,3,0,1080
8,2,6363,493,1,1,0,2013,12,3,0,2460
9,2,15238,1869,1,1,0,2013,12,3,0,220
10,2,9957,721,1,1,0,2013,12,3,0,4740
11,2,26293,2949,1,1,0,2013,12,3,0,250
12,2,12700,919,1,1,0,2013,12,3,0,4260
13,2,10351,1238,1,1,0,2013,12,3,0,340
14,2,7198,629,1,1,0,2013,12,3,0,350
15,2,10375,1107,1,1,0,2013,12,3,0,4080
16,2,3966,446,1,1,0,2013,12,3,1,410
17,2,6967,514,1,1,0,2013,12,3,1,2380
18,2,6029,400,1,1,0,2013,12,3,1,7860
19,2,7038,480,1,1,0,2013,12,3,0,1980
20,2,7871,994,1,1,0,2013,12,3,0,690
1,1,8836,850,1,1,0,2013,12,2,0,570
2,1,11704,983,1,1,0,2013,12,2,0,8780
3,1,7745,628,1,1,0,2013,12,2,0,290
4,1,8738,634,1,1,0,2013,12,2,1,6880
5,1,16779,1402,1,1,0,2013,12,2,0,1070
6,1,11244,796,1,1,0,2013,12,2,1,8250
7,1,8283,777,1,1,0,2013,12,2,0,1080
8,1,7908,602,1,1,0,2013,12,2,0,2460
9,1,18973,2202,1,1,0,2013,12,2,0,220
10,1,11432,830,1,1,0,2013,12,2,0,4740
11,1,28526,3095,1,1,0,2013,12,2,0,250
12,1,16015,1138,1,1,0,2013,12,2,0,4260
13,1,11407,1255,1,1,0,2013,12,2,0,340
14,1,9826,813,1,1,0,2013,12,2,0,350
15,1,11798,1201,1,1,0,2013,12,2,0,4080
16,1,4180,464,1,1,0,2013,12,2,1,410
17,1,8958,663,1,1,0,2013,12,2,1,2380
18,1,5566,387,1,1,0,2013,12,2,1,7860
19,1,8098,547,1,1,0,2013,12,2,0,1980
20,1,8933,1110,1,1,0,2013,12,2,0,690
1,7,0,0,0,0,0,2013,12,1,0,570
2,7,0,0,0,0,0,2013,12,1,0,8780
3,7,0,0,0,0,0,2013,12,1,0,290
4,7,0,0,0,0,0,2013,12,1,1,6880
5,7,0,0,0,0,0,2013,12,1,0,1070
6,7,0,0,0,0,0,2013,12,1,1,8250
7,7,0,0,0,0,0,2013,12,1,0,1080
8,7,0,0,0,0,0,2013,12,1,0,2460
9,7,0,0,0,0,0,2013,12,1,0,220
10,7,0,0,0,0,0,2013,12,1,0,4740
11,7,0,0,0,0,0,2013,12,1,0,250
12,7,0,0,0,0,0,2013,12,1,0,4260
13,7,0,0,0,0,0,2013,12,1,0,340
14,7,0,0,0,0,0,2013,12,1,0,350
15,7,0,0,0,0,0,2013,12,1,0,4080
16,7,0,0,0,0,0,2013,12,1,1,410
17,7,0,0,0,0,0,2013,12,1,1,2380
18,7,0,0,0,0,0,2013,12,1,1,7860
19,7,0,0,0,0,0,2013,12,1,0,1980
20,7,0,0,0,0,0,2013,12,1,0,690
1,6,3343,365,1,0,0,2013,11,30,0,570
2,6,2072,205,1,0,0,2013,11,30,0,8780
3,6,1055,129,1,0,0,2013,11,30,0,290
4,6,4067,380,1,0,0,2013,11,30,1,6880
5,6,9786,1112,1,0,0,2013,11,30,0,1070
6,6,8473,729,1,0,0,2013,11,30,1,8250
7,6,3936,426,1,0,0,2013,11,30,0,1080
8,6,6804,533,1,0,0,2013,11,30,0,2460
9,6,13979,1902,1,0,0,2013,11,30,0,220
10,6,5267,467,1,0,0,2013,11,30,0,4740
11,6,13623,1908,1,0,0,2013,11,30,0,250
12,6,6074,555,1,0,0,2013,11,30,0,4260
13,6,6699,946,1,0,0,2013,11,30,0,340
14,6,1954,245,1,0,0,2013,11,30,0,350
15,6,6263,730,1,0,0,2013,11,30,0,4080
16,6,3377,410,1,0,0,2013,11,30,1,410
17,6,6221,533,1,0,0,2013,11,30,1,2380
18,6,6061,445,1,0,0,2013,11,30,1,7860
19,6,3410,306,1,0,0,2013,11,30,0,1980
20,6,5738,935,1,0,0,2013,11,30,0,690
1,5,5027,587,1,0,0,2013,11,29,0,570
2,5,5392,593,1,0,0,2013,11,29,0,8780
3,5,3083,375,1,0,0,2013,11,29,0,290
4,5,3687,363,1,0,0,2013,11,29,1,6880
5,5,8468,891,1,0,0,2013,11,29,0,1070
6,5,8267,711,1,0,0,2013,11,29,1,8250
7,5,3986,461,1,0,0,2013,11,29,0,1080
8,5,5564,465,1,0,0,2013,11,29,0,2460
9,5,12311,1692,1,0,0,2013,11,29,0,220
10,5,6004,530,1,0,0,2013,11,29,0,4740
11,5,16455,2247,1,0,0,2013,11,29,0,250
12,5,7309,697,1,0,0,2013,11,29,0,4260
13,5,6757,834,1,0,0,2013,11,29,0,340
14,5,4007,466,1,0,0,2013,11,29,0,350
15,5,8520,1008,1,0,0,2013,11,29,0,4080
16,5,2945,367,1,0,0,2013,11,29,1,410
17,5,6144,518,1,0,0,2013,11,29,1,2380
18,5,4687,370,1,0,0,2013,11,29,1,7860
19,5,4282,399,1,0,0,2013,11,29,0,1980
20,5,5833,904,1,0,0,2013,11,29,0,690
1,4,5149,579,1,0,0,2013,11,28,0,570
2,4,4354,498,1,0,0,2013,11,28,0,8780
3,4,2162,273,1,0,0,2013,11,28,0,290
4,4,2751,287,1,0,0,2013,11,28,1,6880
5,4,7719,889,1,0,0,2013,11,28,0,1070
6,4,6372,577,1,0,0,2013,11,28,1,8250
7,4,4104,469,1,0,0,2013,11,28,0,1080
8,4,5274,420,1,0,0,2013,11,28,0,2460
9,4,9619,1436,1,0,0,2013,11,28,0,220
10,4,6089,530,1,0,0,2013,11,28,0,4740
11,4,12824,1776,1,0,0,2013,11,28,0,250
12,4,6641,642,1,0,0,2013,11,28,0,4260
13,4,5392,807,1,0,0,2013,11,28,0,340
14,4,2785,313,1,0,0,2013,11,28,0,350
15,4,6290,778,1,0,0,2013,11,28,0,4080
16,4,2632,308,1,0,0,2013,11,28,1,410
17,4,5268,441,1,0,0,2013,11,28,1,2380
18,4,3735,306,1,0,0,2013,11,28,1,7860
19,4,3439,322,1,0,0,2013,11,28,0,1980
20,4,5007,771,1,0,0,2013,11,28,0,690
1,3,5498,694,1,0,0,2013,11,27,0,570
2,3,4552,559,1,0,0,2013,11,27,0,8780
3,3,2003,273,1,0,0,2013,11,27,0,290
4,3,2512,255,1,0,0,2013,11,27,1,6880
5,3,6864,825,1,0,0,2013,11,27,0,1070
6,3,5522,490,1,0,0,2013,11,27,1,8250
7,3,3466,418,1,0,0,2013,11,27,0,1080
8,3,4442,412,1,0,0,2013,11,27,0,2460
9,3,8966,1398,1,0,0,2013,11,27,0,220
10,3,5761,485,1,0,0,2013,11,27,0,4740
11,3,13988,1835,1,0,0,2013,11,27,0,250
12,3,5966,621,1,0,0,2013,11,27,0,4260
13,3,5641,864,1,0,0,2013,11,27,0,340
14,3,3137,355,1,0,0,2013,11,27,0,350
15,3,6866,828,1,0,0,2013,11,27,0,4080
16,3,2316,287,1,0,0,2013,11,27,1,410
17,3,4273,412,1,0,0,2013,11,27,1,2380
18,3,3797,280,1,0,0,2013,11,27,1,7860
19,3,3299,284,1,0,0,2013,11,27,0,1980
20,3,5116,760,1,0,0,2013,11,27,0,690
1,2,4303,543,1,0,0,2013,11,26,0,570
2,2,4831,585,1,0,0,2013,11,26,0,8780
3,2,2408,352,1,0,0,2013,11,26,0,290
4,2,2184,249,1,0,0,2013,11,26,1,6880
5,2,7784,863,1,0,0,2013,11,26,0,1070
6,2,5341,475,1,0,0,2013,11,26,1,8250
7,2,3579,432,1,0,0,2013,11,26,0,1080
8,2,4828,448,1,0,0,2013,11,26,0,2460
9,2,8645,1374,1,0,0,2013,11,26,0,220
10,2,5592,525,1,0,0,2013,11,26,0,4740
11,2,14556,1993,1,0,0,2013,11,26,0,250
12,2,5476,613,1,0,0,2013,11,26,0,4260
13,2,6050,871,1,0,0,2013,11,26,0,340
14,2,3309,386,1,0,0,2013,11,26,0,350
15,2,6131,790,1,0,0,2013,11,26,0,4080
16,2,2228,303,1,0,0,2013,11,26,1,410
17,2,4102,367,1,0,0,2013,11,26,1,2380
18,2,3561,261,1,0,0,2013,11,26,1,7860
19,2,3278,332,1,0,0,2013,11,26,0,1980
20,2,4794,748,1,0,0,2013,11,26,0,690
1,1,4669,556,1,0,0,2013,11,25,0,570
2,1,4701,587,1,0,0,2013,11,25,0,8780
3,1,1960,272,1,0,0,2013,11,25,0,290
4,1,2847,298,1,0,0,2013,11,25,1,6880
5,1,6937,793,1,0,0,2013,11,25,0,1070
6,1,5902,563,1,0,0,2013,11,25,1,8250
7,1,3500,437,1,0,0,2013,11,25,0,1080
8,1,4600,403,1,0,0,2013,11,25,0,2460
9,1,9311,1498,1,0,0,2013,11,25,0,220
10,1,6621,573,1,0,0,2013,11,25,0,4740
11,1,14081,1992,1,0,0,2013,11,25,0,250
12,1,6827,675,1,0,0,2013,11,25,0,4260
13,1,5353,870,1,0,0,2013,11,25,0,340
14,1,2945,359,1,0,0,2013,11,25,0,350
15,1,5780,774,1,0,0,2013,11,25,0,4080
16,1,2627,335,1,0,0,2013,11,25,1,410
17,1,4039,381,1,0,0,2013,11,25,1,2380
18,1,4297,322,1,0,0,2013,11,25,1,7860
19,1,3366,340,1,0,0,2013,11,25,0,1980
20,1,4750,693,1,0,0,2013,11,25,0,690
1,7,0,0,0,0,0,2013,11,24,0,570
2,7,0,0,0,0,0,2013,11,24,0,8780
3,7,0,0,0,0,0,2013,11,24,0,290
4,7,0,0,0,0,0,2013,11,24,1,6880
5,7,0,0,0,0,0,2013,11,24,0,1070
6,7,0,0,0,0,0,2013,11,24,1,8250
7,7,0,0,0,0,0,2013,11,24,0,1080
8,7,0,0,0,0,0,2013,11,24,0,2460
9,7,0,0,0,0,0,2013,11,24,0,220
10,7,0,0,0,0,0,2013,11,24,0,4740
11,7,0,0,0,0,0,2013,11,24,0,250
12,7,0,0,0,0,0,2013,11,24,0,4260
13,7,0,0,0,0,0,2013,11,24,0,340
14,7,0,0,0,0,0,2013,11,24,0,350
15,7,0,0,0,0,0,2013,11,24,0,4080
16,7,0,0,0,0,0,2013,11,24,1,410
17,7,0,0,0,0,0,2013,11,24,1,2380
18,7,0,0,0,0,0,2013,11,24,1,7860
19,7,0,0,0,0,0,2013,11,24,0,1980
20,7,0,0,0,0,0,2013,11,24,0,690
1,6,2965,335,1,0,0,2013,11,23,0,570
2,6,1818,200,1,0,0,2013,11,23,0,8780
3,6,810,103,1,0,0,2013,11,23,0,290
4,6,3167,290,1,0,0,2013,11,23,1,6880
5,6,7892,874,1,0,0,2013,11,23,0,1070
6,6,7280,668,1,0,0,2013,11,23,1,8250
7,6,3053,375,1,0,0,2013,11,23,0,1080
8,6,4994,446,1,0,0,2013,11,23,0,2460
9,6,9662,1479,1,0,0,2013,11,23,0,220
10,6,4186,386,1,0,0,2013,11,23,0,4740
11,6,11862,1707,1,0,0,2013,11,23,0,250
12,6,4283,432,1,0,0,2013,11,23,0,4260
13,6,7260,1142,1,0,0,2013,11,23,0,340
14,6,1073,141,1,0,0,2013,11,23,0,350
15,6,4517,558,1,0,0,2013,11,23,0,4080
16,6,2881,344,1,0,0,2013,11,23,1,410
17,6,4590,469,1,0,0,2013,11,23,1,2380
18,6,5124,378,1,0,0,2013,11,23,1,7860
19,6,2405,223,1,0,0,2013,11,23,0,1980
20,6,3279,489,1,0,0,2013,11,23,0,690
1,5,4474,537,1,1,0,2013,11,22,0,570
2,5,6130,592,1,1,0,2013,11,22,0,8780
3,5,3659,451,1,1,0,2013,11,22,0,290
4,5,4455,418,1,1,0,2013,11,22,1,6880
5,5,9569,949,1,1,0,2013,11,22,0,1070
6,5,8713,711,1,1,0,2013,11,22,1,8250
7,5,4755,511,1,1,0,2013,11,22,0,1080
8,5,5226,448,1,1,0,2013,11,22,0,2460
9,5,10003,1446,1,1,0,2013,11,22,0,220
10,5,6569,532,1,1,0,2013,11,22,0,4740
11,5,17245,2207,1,1,0,2013,11,22,0,250
12,5,9122,752,1,1,0,2013,11,22,0,4260
13,5,6597,780,1,1,0,2013,11,22,0,340
14,5,4491,480,1,1,0,2013,11,22,0,350
15,5,7432,914,1,1,0,2013,11,22,0,4080
16,5,3506,376,1,1,0,2013,11,22,1,410
17,5,6263,550,1,1,0,2013,11,22,1,2380
18,5,5185,390,1,1,0,2013,11,22,1,7860
19,5,5098,421,1,1,0,2013,11,22,0,1980
20,5,4930,658,1,1,0,2013,11,22,0,690
1,4,5397,571,1,1,0,2013,11,21,0,570
2,4,7238,711,1,1,0,2013,11,21,0,8780
3,4,3074,336,1,1,0,2013,11,21,0,290
4,4,3505,349,1,1,0,2013,11,21,1,6880
5,4,9155,895,1,1,0,2013,11,21,0,1070
6,4,7732,659,1,1,0,2013,11,21,1,8250
7,4,4752,504,1,1,0,2013,11,21,0,1080
8,4,4957,422,1,1,0,2013,11,21,0,2460
9,4,10322,1481,1,1,0,2013,11,21,0,220
10,4,6217,492,1,1,0,2013,11,21,0,4740
11,4,20296,2450,1,1,0,2013,11,21,0,250
12,4,7773,730,1,1,0,2013,11,21,0,4260
13,4,7616,1034,1,1,0,2013,11,21,0,340
14,4,4628,454,1,1,0,2013,11,21,0,350
15,4,6987,860,1,1,0,2013,11,21,0,4080
16,4,2989,368,1,1,0,2013,11,21,1,410
17,4,6240,544,1,1,0,2013,11,21,1,2380
18,4,4301,343,1,1,0,2013,11,21,1,7860
19,4,4224,355,1,1,0,2013,11,21,0,1980
20,4,5091,618,1,1,0,2013,11,21,0,690
1,3,6390,690,1,1,0,2013,11,20,0,570
2,3,0,0,0,1,0,2013,11,20,0,8780
3,3,2953,292,1,1,0,2013,11,20,0,290
4,3,3913,327,1,1,0,2013,11,20,1,6880
5,3,9710,929,1,1,0,2013,11,20,0,1070
6,3,7235,565,1,1,0,2013,11,20,1,8250
7,3,5108,562,1,1,0,2013,11,20,0,1080
8,3,5498,457,1,1,0,2013,11,20,0,2460
9,3,10644,1517,1,1,0,2013,11,20,0,220
10,3,7146,563,1,1,0,2013,11,20,0,4740
11,3,0,0,0,1,0,2013,11,20,0,250
12,3,9732,757,1,1,0,2013,11,20,0,4260
13,3,7759,903,1,1,0,2013,11,20,0,340
14,3,4137,404,1,1,0,2013,11,20,0,350
15,3,8003,931,1,1,0,2013,11,20,0,4080
16,3,2946,376,1,1,0,2013,11,20,1,410
17,3,5465,448,1,1,0,2013,11,20,1,2380
18,3,4201,314,1,1,0,2013,11,20,1,7860
19,3,4365,363,1,1,0,2013,11,20,0,1980
20,3,5179,657,1,1,0,2013,11,20,0,690
1,2,6016,660,1,1,0,2013,11,19,0,570
2,2,8411,799,1,1,0,2013,11,19,0,8780
3,2,5472,561,1,1,0,2013,11,19,0,290
4,2,4739,387,1,1,0,2013,11,19,1,6880
5,2,11836,1090,1,1,0,2013,11,19,0,1070
6,2,7877,612,1,1,0,2013,11,19,1,8250
7,2,6282,615,1,1,0,2013,11,19,0,1080
8,2,6191,478,1,1,0,2013,11,19,0,2460
9,2,12078,1677,1,1,0,2013,11,19,0,220
10,2,7556,585,1,1,0,2013,11,19,0,4740
11,2,21089,2664,1,1,0,2013,11,19,0,250
12,2,10392,855,1,1,0,2013,11,19,0,4260
13,2,8336,1072,1,1,0,2013,11,19,0,340
14,2,5897,529,1,1,0,2013,11,19,0,350
15,2,8599,966,1,1,0,2013,11,19,0,4080
16,2,3342,366,1,1,0,2013,11,19,1,410
17,2,6472,485,1,1,0,2013,11,19,1,2380
18,2,3957,294,1,1,0,2013,11,19,1,7860
19,2,5428,435,1,1,0,2013,11,19,0,1980
20,2,5697,763,1,1,0,2013,11,19,0,690
1,1,7435,735,1,1,0,2013,11,18,0,570
2,1,9769,881,1,1,0,2013,11,18,0,8780
3,1,6165,550,1,1,0,2013,11,18,0,290
